title,description,url,published_date,source,country,language
"Ministers, CM Naidu congratulate Pawan on success",,https://www.thehindu.com/news/national/andhra-pradesh/ministers-cm-naidu-congratulate-pawan-on-success/article69851449.ece,2025-07-24T23:27:06,The Hindu,India,en
Schoolcombination transfer admissions to begin on July 25,,https://www.thehindu.com/news/national/kerala/schoolcombination-transfer-admissions-to-begin-on-july-25/article69851949.ece,2025-07-24T23:26:01,The Hindu,India,en
"Spike in leptospirosis, hepatitis A, dengue in Kozhikode","Since July 1, nearly 20,000 people have sought treatment for fever at government hospitals",https://www.thehindu.com/news/national/kerala/spike-in-leptospirosis-hepatitis-a-dengue-in-kozhikode/article69851331.ece,2025-07-24T23:25:40,The Hindu,India,en
SC reserves verdict on State governments challenge on Kannada actors bail,"The Bench was hearing a plea filed by the State against the High Courts December 13, 2024 verdict granting bail to Mr. Darshan and co-accused",https://www.thehindu.com/news/national/karnataka/sc-reserves-verdict-on-state-governments-challenge-on-kannada-actors-bail/article69851480.ece,2025-07-24T23:24:11,The Hindu,India,en
11th edition of Malabar River Festival to begin in Kozhikode on July 25,"Competitions to take place on Iruvazhinjipuzha and Chalippuzha Public Works Minister to inaugurate closing ceremony on July 27, 2025",https://www.thehindu.com/news/national/kerala/11th-edition-of-malabar-river-festival-to-begin-in-kozhikode-on-july-25/article69851260.ece,2025-07-24T23:23:58,The Hindu,India,en
"NHAI has installed streetlights on Container Road in Kochi, Union Minister tells MP",,https://www.thehindu.com/news/national/kerala/nhai-has-installed-streetlights-on-container-road-in-kochi-union-minister-tells-mp/article69851872.ece,2025-07-24T23:22:36,The Hindu,India,en
Large number of fish found dead in irrigation tank near Tirupattur town,,https://www.thehindu.com/news/national/tamil-nadu/large-number-of-fish-found-dead-in-irrigation-tank-near-tirupattur-town/article69850240.ece,2025-07-24T23:22:22,The Hindu,India,en
Actor Vinayakans social media post invites backlash,,https://www.thehindu.com/news/national/kerala/actor-vinayakans-social-media-post-invites-backlash/article69852185.ece,2025-07-24T23:21:59,The Hindu,India,en
No safety audit yet despite rise in incidents of drowning in Kozhikode,"Safety and surveillance measures remain ignored near risky waterbodies, public ponds, and water tourism destinations",https://www.thehindu.com/news/national/kerala/no-safety-audit-yet-despite-rise-in-incidents-of-drowning-in-kozhikode/article69850631.ece,2025-07-24T23:20:58,The Hindu,India,en
17 tourists rescued after harrowing night in Odisha Forest,"They battle heavy rain, pitch darkness, and the chilly wind atop 3,000-foot altitude in Gandhamardhan hill",https://www.thehindu.com/news/national/odisha/17-tourists-rescued-after-harrowing-night-in-odisha-forest/article69850760.ece,2025-07-24T23:20:41,The Hindu,India,en
Seven tribals including two children rescued from bonded labour in Tirupattur,,https://www.thehindu.com/news/national/tamil-nadu/seven-tribals-including-two-children-rescued-from-bonded-labour-in-tirupattur/article69846417.ece,2025-07-24T23:15:25,The Hindu,India,en
"Kerala has become a hub for narcotic drugs, says Satheesan",,https://www.thehindu.com/news/national/kerala/kerala-has-become-a-hub-for-narcotic-drugs-says-satheesan/article69851517.ece,2025-07-24T23:13:45,The Hindu,India,en
KSRTC launches weekend temple tour package in Bengaluru,"The one-day pilgrimage circuit, covering 277 km, will be operated on Saturdays and Sundays, using KSRTCs Ashwamedha Classic buses",https://www.thehindu.com/news/national/karnataka/ksrtc-launches-weekend-temple-tour-package-in-bengaluru/article69851886.ece,2025-07-24T23:11:50,The Hindu,India,en
Utpal Kumar Singh to take over as CEO of Sansad TV,"Mr. Singh will replace Rajit Punhani, a 1991 IAS officer of Bihar cadre, who was appointed as the CEO of Sansad TV during former Vice-President Jagdeep Dhankhars chairmanship",https://www.thehindu.com/news/national/utpal-kumar-singh-to-take-over-as-ceo-of-sansad-tv/article69851532.ece,2025-07-24T22:51:36,The Hindu,India,en
GST notices to traders A fiasco that could have been avoided with feet on ground,"Before issuing notices to the traders, a spot visit to assess the nature of business should have been undertaken, say sources",https://www.thehindu.com/news/national/karnataka/gst-notices-to-traders-a-fiasco-that-could-have-been-avoided-with-feet-on-ground/article69850890.ece,2025-07-24T22:48:22,The Hindu,India,en
Bengali migrants not under attack Mamata inciting conflict to garner votes Mithun Chakraborty,This development comes days after Chief Minister Mamata Banerjee announced a language movement to protest against reported attacks on Bengali-speaking migrant workers,https://www.thehindu.com/news/national/west-bengal/bengali-migrants-not-under-attack-mamata-inciting-conflict-to-garner-votes-mithun-chakraborty/article69851231.ece,2025-07-24T22:47:58,The Hindu,India,en
